"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"The Christmas Card"	"US Army sergeant Cody Cullen's horror tour in Afghanistan ends when his mate Jonesy is blown to pieces while they deliver medical supplies in Nurestan. Cody is sent home to return private possessions to Jonesy's bride turned widow. On his way home he passes Nevada City, California, where he meets Faith Spelman, who writes the parish's Christmas cards to lonely soldiers, coincidentally including him, an orphan. He happens to save her dad Luke from a serious car run-over. The Spellmans invite Cody home for dinner, then the Christmas tide. He proves a great help in the family logging firm. Vietenam vet Luke wants Cody as son-in-law, but although charmed, Faith still seems committed to rarely present fiancé Paul, a wine broker."	"DRAMA,ROMANCE,TV MOVIE"	"67.0"	"/movie/46526"	"December 2, 2006"
"Thelma"	"A college student starts to experience extreme seizures while studying in Oslo, Norway. She soon learns that the violent episodes are a symptom of inexplicable abilities."	"ROMANCE,DRAMA,MYSTERY"	"70"	"/movie/401898"	"November 10, 2017"
"Big Momma's House"	"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito."	"CRIME,COMEDY"	"57.0"	"/movie/9600"	"May 31, 2000"
"The Belko Experiment"	"A group of eighty American workers are locked in their office and ordered by an unknown voice to participate in a twisted game."	"ACTION,THRILLER"	"61.0"	"/movie/341006"	"March 17, 2016"
"My Left Foot: The Story of Christy Brown"	"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to have a intellectual disability for the first ten years of his life."	"DRAMA"	"77.0"	"/movie/10161"	"November 10, 1989"
"Never Been Kissed"	"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson."	"ROMANCE,COMEDY,DRAMA"	"60"	"/movie/11355"	"April 9, 1999"
"The Kid"	"Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy."	"COMEDY,DRAMA"	"82.0"	"/movie/10098"	"January 21, 1921"
"Two Mules for Sister Sara"	"Hogan, on his way to do some reconnaissance for a future mission to capture a French fort, encounters Sister Sara, a nun in trouble. Before he knows it, Hogan is accompanying Sister Sara in the dangerous frontier while she seeks to achieve a hidden goal."	"WESTERN"	"68.0"	"/movie/11916"	"June 16, 1970"
"The Osiris Child"	"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all."	"SCIENCE FICTION"	"52.0"	"/movie/354282"	"September 24, 2016"
"Rush Hour"	"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves."	"ACTION,COMEDY,CRIME,THRILLER"	"68.0"	"/movie/2109"	"September 18, 1998"
"Pocahontas II: Journey to a New World"	"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess."	"ADVENTURE,ANIMATION,ROMANCE,FAMILY"	"51.0"	"/movie/13761"	"August 4, 1998"
"Book Club"	"Four lifelong friends have their lives forever changed after reading Fifty Shades of Grey in their monthly book club."	"COMEDY,ROMANCE,DRAMA"	"61.0"	"/movie/502682"	"May 18, 2018"
"Force 10 from Navarone"	"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about."	"ACTION,ADVENTURE,WAR,THRILLER"	"64.0"	"/movie/17339"	"December 8, 1978"
"Halloween 4: The Return of Michael Myers"	"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness."	"HORROR,THRILLER"	"59.0"	"/movie/11357"	"October 21, 1988"
"I Now Pronounce You Chuck & Larry"	"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core – which is why, when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss."	"COMEDY,ROMANCE"	"59.0"	"/movie/3563"	"July 19, 2007"
"Money Train"	"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him."	"ACTION,COMEDY,CRIME"	"56.0"	"/movie/11517"	"November 21, 1995"
"Brother Bear 2"	"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay."	"ADVENTURE,ANIMATION,FAMILY"	"65.0"	"/movie/10010"	"August 29, 2006"
"U-571"	"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'."	"ACTION,DRAMA,THRILLER,WAR"	"63.0"	"/movie/3536"	"April 21, 2000"
"Yojimbo"	"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men."	"DRAMA,THRILLER"	"81.0"	"/movie/11878"	"September 13, 1961"
"The Bookshop"	"Set in an small English town in 1959, the story of a woman who decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield."	"ROMANCE,DRAMA"	"66.0"	"/movie/444539"	"August 24, 2018"
"DuckTales: The Movie - Treasure of the Lost Lamp"	"Scrooge McDuck, his dimwitted pilot Launch Pad, and his nephews Huey, Dewey and Louie, with Webby, arrive in Egypt where Scrooge finds the lost treasure of Collie Baba, unbeknownst to Scrooge, a magic lamp was included inside the treasure, so while the nephews have fun with the genie, they all have no idea that they're being stalked by a power hungry sorcerer named Murlock and his dimwitted thief."	"ADVENTURE,ANIMATION,FAMILY,COMEDY,FANTASY"	"68.0"	"/movie/10837"	"August 3, 1990"
"Teenage Mutant Ninja Turtles III"	"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising."	"ACTION,ADVENTURE,COMEDY,FAMILY,FANTASY,SCIENCE FICTION"	"52.0"	"/movie/1499"	"March 17, 1993"
"Love & Friendship"	"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans."	"COMEDY,DRAMA,ROMANCE"	"62.0"	"/movie/296360"	"June 3, 2016"
"Jonah Hex"	"Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film."	"ACTION,WESTERN,DRAMA,FANTASY,THRILLER"	"45.0"	"/movie/20533"	"June 18, 2010"
"I Still Know What You Did Last Summer"	"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?"	"HORROR,MYSTERY,THRILLER"	"52.0"	"/movie/3600"	"November 13, 1998"
"Porco Rosso"	"Porco Rosso, known in Japan as Crimson Pig (Kurenai no Buta) is the sixth animated film by Hayao Miyazaki and released in 1992. You're introduced to an Italian World War I fighter ace, now living as a freelance bounty hunter chasing "air pirates" in the Adriatic Sea. He has been given a curse that changed his head to that of a pig. Once called Marco Pagot, he is now known to the world as "Porco Rosso", Italian for "Red Pig.""	"COMEDY,ANIMATION,ADVENTURE"	"77.0"	"/movie/11621"	"July 18, 1992"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"	"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike."	"DRAMA,COMEDY,WAR"	"81.0"	"/movie/935"	"January 29, 1964"
"Norbit"	"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her."	"COMEDY"	"52.0"	"/movie/9757"	"February 8, 2007"
"On Deadly Ground"	"Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him."	"ACTION,THRILLER"	"46.0"	"/movie/9624"	"February 18, 1994"
"Lost in Space"	"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space."	"ADVENTURE,SCIENCE FICTION"	"52.0"	"/movie/2157"	"April 3, 1998"
"Tales of the Black Freighter"	"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost."	"ANIMATION,HORROR,ACTION"	"67.0"	"/movie/16440"	"March 24, 2009"
"Lea to the Rescue"	"Born for adventure, Lea Clark heads deep into the Brazilian rainforest, where her most exciting story awaits."	"FAMILY,ADVENTURE"	"60"	"/movie/400045"	"May 30, 2016"
